language,id,language,id
pt,4473,es,
pt,4471,es,
pt,296,es,
pt,4475,es,
pt,4522,es,
pt,494,es,
pt,4459,es,
pt,4461,es,
pt,4579,es,
pt,4463,es,
pt,4561,es,
pt,4455,es,
pt,4465,es,
pt,4488,es,
pt,4484,es,
pt,4571,es,
pt,4575,es,
pt,4482,es,
pt,4486,es,
pt,4569,es,
pt,4573,es,
pt,4615,es,
pt,4577,es,
pt,4467,es,
pt,4632,es,
pt,4480,es,
pt,4478,es,
pt,4650,es,
pt,4526,es,
pt,507,es,
pt,4494,es,
pt,4648,es,
pt,4512,es,
pt,4524,es,
pt,4528,es,
pt,4504,es,
pt,4500,es,
pt,4502,es,
pt,4514,es,
pt,4498,es,
pt,510,es,
pt,4506,es,
pt,4510,es,
pt,4508,es,
pt,4516,es,
pt,4496,es,
pt,4490,es,
pt,4520,es,
pt,4652,es,
pt,4530,es,
pt,4532,es,
pt,4534,es,
pt,6170,es,
pt,4536,es,
pt,4538,es,
pt,516,es,
pt,4553,es,
pt,512,es,
pt,4542,es,
pt,4544,es,
pt,4546,es,
pt,4540,es,
pt,514,es,
pt,4630,es,
pt,4680,es,
pt,4688,es,
pt,4549,es,
pt,4548,es,
pt,4551,es,
pt,4555,es,
pt,519,es,
pt,4559,es,
pt,6166,es,
pt,4557,es,
pt,4581,es,
pt,4619,es,
pt,4623,es,
pt,4625,es,
pt,4617,es,
pt,4567,es,
pt,4621,es,
pt,4654,es,
pt,4563,es,
pt,4565,es,
pt,4583,es,
pt,4585,es,
pt,4587,es,
pt,4589,es,
pt,4591,es,
pt,4595,es,
pt,4593,es,
pt,4599,es,
pt,4597,es,
pt,4601,es,
pt,4605,es,
pt,4607,es,
pt,4603,es,
pt,4609,es,
pt,4613,es,
pt,4611,es,
pt,521,es,
pt,4627,es,
pt,4629,es,
pt,4660,es,
pt,524,es,
pt,4658,es,
pt,4666,es,
pt,4646,es,
pt,4662,es,
pt,4656,es,
pt,4668,es,
pt,4781,es,
pt,4759,es,
pt,4634,es,
pt,4638,es,
pt,4636,es,
pt,4640,es,
pt,4670,es,
pt,4642,es,
pt,4644,es,
pt,527,es,
pt,530,es,
pt,535,es,
pt,4674,es,
pt,4807,es,
pt,4753,es,
pt,4721,es,
pt,4678,es,
pt,4664,es,
pt,533,es,
pt,4672,es,
pt,4795,es,
pt,538,es,
pt,4682,es,
pt,4700,es,
pt,4720,es,
pt,4676,es,
pt,4710,es,
pt,4684,es,
pt,4711,es,
pt,4702,es,
pt,4690,es,
pt,4706,es,
pt,4827,es,
pt,4686,es,
pt,4692,es,
pt,4696,es,
pt,4723,es,
pt,4704,es,
pt,4708,es,
pt,4716,es,
pt,4694,es,
pt,4698,es,
pt,4725,es,
pt,4785,es,
pt,4809,es,
pt,4714,es,
pt,546,es,
pt,4745,es,
pt,4741,es,
pt,543,es,
pt,4747,es,
pt,4739,es,
pt,4811,es,
pt,4731,es,
pt,496,es,
pt,4727,es,
pt,4729,es,
pt,4749,es,
pt,4775,es,
pt,4769,es,
pt,4771,es,
pt,4755,es,
pt,4761,es,
pt,549,es,
pt,4733,es,
pt,4735,es,
pt,4737,es,
pt,4743,es,
pt,4751,es,
pt,4813,es,
pt,4831,es,
pt,551,es,
pt,4757,es,
pt,4779,es,
pt,4773,es,
pt,554,es,
pt,4777,es,
pt,4833,es,
pt,4793,es,
pt,4801,es,
pt,4797,es,
pt,4835,es,
pt,4791,es,
pt,4763,es,
pt,4765,es,
pt,4767,es,
pt,4783,es,
pt,4789,es,
pt,4787,es,
pt,4853,es,
pt,4866,es,
pt,4815,es,
pt,4855,es,
pt,4805,es,
pt,4849,es,
pt,4861,es,
pt,4799,es,
pt,4803,es,
pt,4817,es,
pt,4819,es,
pt,4829,es,
pt,4882,es,
pt,4880,es,
pt,4884,es,
pt,5010,es,
pt,5070,es,
pt,4839,es,
pt,4863,es,
pt,4941,es,
pt,4865,es,
pt,4967,es,
pt,4837,es,
pt,4841,es,
pt,4843,es,
pt,4845,es,
pt,4847,es,
pt,4851,es,
pt,4929,es,
pt,4933,es,
pt,4931,es,
pt,4992,es,
pt,562,es,
pt,557,es,
pt,4906,es,
pt,4859,es,
pt,4857,es,
pt,4868,es,
pt,4908,es,
pt,4870,es,
pt,4910,es,
pt,4874,es,
pt,4872,es,
pt,4876,es,
pt,4878,es,
pt,5086,es,
pt,5088,es,
pt,5090,es,
pt,4886,es,
pt,4888,es,
pt,4890,es,
pt,4892,es,
pt,4894,es,
pt,4896,es,
pt,4898,es,
pt,4900,es,
pt,4904,es,
pt,4902,es,
pt,4969,es,
pt,4996,es,
pt,4943,es,
pt,4949,es,
pt,4935,es,
pt,4947,es,
pt,4945,es,
pt,4937,es,
pt,565,es,
pt,4957,es,
pt,4913,es,
pt,4953,es,
pt,4911,es,
pt,4915,es,
pt,4921,es,
pt,4917,es,
pt,4919,es,
pt,4925,es,
pt,4923,es,
pt,4927,es,
pt,4973,es,
pt,4951,es,
pt,4971,es,
pt,4998,es,
pt,4955,es,
pt,4963,es,
pt,4965,es,
pt,4939,es,
pt,4961,es,
pt,4959,es,
pt,5034,es,
pt,4978,es,
pt,5030,es,
pt,4988,es,
pt,5000,es,
pt,4990,es,
pt,4986,es,
pt,5022,es,
pt,4980,es,
pt,4984,es,
pt,4994,es,
pt,4982,es,
pt,5048,es,
pt,4975,es,
pt,567,es,
pt,5024,es,
pt,5008,es,
pt,5032,es,
pt,5002,es,
pt,569,es,
pt,5006,es,
pt,5004,es,
pt,5016,es,
pt,5020,es,
pt,5092,es,
pt,5058,es,
pt,5052,es,
pt,572,es,
pt,5108,es,
pt,5014,es,
pt,5012,es,
pt,5018,es,
pt,5026,es,
pt,5028,es,
pt,5054,es,
pt,582,es,
pt,5068,es,
pt,5114,es,
pt,972,es,
pt,5036,es,
pt,5038,es,
pt,5040,es,
pt,5042,es,
pt,5046,es,
pt,5044,es,
pt,5202,es,
pt,5206,es,
pt,5210,es,
pt,5208,es,
pt,5056,es,
pt,588,es,
pt,5094,es,
pt,5123,es,
pt,585,es,
pt,5050,es,
pt,580,es,
pt,5096,es,
pt,5060,es,
pt,5062,es,
pt,5064,es,
pt,5066,es,
pt,5098,es,
pt,5100,es,
pt,593,es,
pt,5106,es,
pt,591,es,
pt,5140,es,
pt,5074,es,
pt,5072,es,
pt,5078,es,
pt,5076,es,
pt,5080,es,
pt,5082,es,
pt,5084,es,
pt,5156,es,
pt,5144,es,
pt,5158,es,
pt,5166,es,
pt,5102,es,
pt,5104,es,
pt,5125,es,
pt,5110,es,
pt,5127,es,
pt,5129,es,
pt,5146,es,
pt,596,es,
pt,5118,es,
pt,598,es,
pt,5112,es,
pt,5134,es,
pt,5168,es,
pt,601,es,
pt,5116,es,
pt,603,es,
pt,1002,es,
pt,5150,es,
pt,5131,es,
pt,5136,es,
pt,5148,es,
pt,5142,es,
pt,5154,es,
pt,5138,es,
pt,5170,es,
pt,5160,es,
pt,5328,es,
pt,5172,es,
pt,609,es,
pt,607,es,
pt,5152,es,
pt,5326,es,
pt,5330,es,
pt,5332,es,
pt,5187,es,
pt,5164,es,
pt,5174,es,
pt,883,es,
pt,5334,es,
pt,5348,es,
pt,5180,es,
pt,613,es,
pt,611,es,
pt,616,es,
pt,5198,es,
pt,5162,es,
pt,5189,es,
pt,5178,es,
pt,621,es,
pt,5176,es,
pt,5185,es,
pt,5182,es,
pt,5183,es,
pt,5195,es,
pt,5193,es,
pt,5197,es,
pt,5194,es,
pt,5196,es,
pt,632,es,
pt,626,es,
pt,629,es,
pt,5238,es,
pt,5232,es,
pt,5204,es,
pt,5200,es,
pt,6770,es,
pt,5191,es,
pt,5230,es,
pt,635,es,
pt,624,es,
pt,5242,es,
pt,5244,es,
pt,578,es,
pt,577,es,
pt,5216,es,
pt,6301,es,
pt,5214,es,
pt,6305,es,
pt,637,es,
pt,646,es,
pt,5240,es,
pt,640,es,
pt,5218,es,
pt,5220,es,
pt,5224,es,
pt,5222,es,
pt,5226,es,
pt,649,es,
pt,654,es,
pt,575,es,
pt,278,es,
pt,5228,es,
pt,5248,es,
pt,5246,es,
pt,656,es,
pt,5234,es,
pt,660,es,
pt,5262,es,
pt,5236,es,
pt,5250,es,
pt,658,es,
pt,680,es,
pt,674,es,
pt,671,es,
pt,668,es,
pt,665,es,
pt,662,es,
pt,5294,es,
pt,683,es,
pt,677,es,
pt,686,es,
pt,5268,es,
pt,688,es,
pt,707,es,
pt,710,es,
pt,5252,es,
pt,704,es,
pt,698,es,
pt,695,es,
pt,701,es,
pt,5272,es,
pt,691,es,
pt,693,es,
pt,5260,es,
pt,5266,es,
pt,5264,es,
pt,5256,es,
pt,5254,es,
pt,713,es,
pt,5274,es,
pt,5258,es,
pt,5290,es,
pt,5280,es,
pt,5278,es,
pt,5370,es,
pt,5443,es,
pt,5619,es,
pt,716,es,
pt,5302,es,
pt,5270,es,
pt,5276,es,
pt,5287,es,
pt,5285,es,
pt,5284,es,
pt,5288,es,
pt,5296,es,
pt,5306,es,
pt,5314,es,
pt,5292,es,
pt,5298,es,
pt,5300,es,
pt,719,es,
pt,721,es,
pt,5304,es,
pt,5310,es,
pt,5399,es,
pt,723,es,
pt,1152,es,
pt,5320,es,
pt,5312,es,
pt,5282,es,
pt,960,es,
pt,5318,es,
pt,5338,es,
pt,728,es,
pt,5308,es,
pt,731,es,
pt,734,es,
pt,5336,es,
pt,5352,es,
pt,5350,es,
pt,5344,es,
pt,5340,es,
pt,5342,es,
pt,5346,es,
pt,5405,es,
pt,5368,es,
pt,5358,es,
pt,5356,es,
pt,5362,es,
pt,5364,es,
pt,5354,es,
pt,5366,es,
pt,5360,es,
pt,5374,es,
pt,5407,es,
pt,5372,es,
pt,5376,es,
pt,5382,es,
pt,5380,es,
pt,5384,es,
pt,5378,es,
pt,5388,es,
pt,5390,es,
pt,5386,es,
pt,5392,es,
pt,5401,es,
pt,5411,es,
pt,5413,es,
pt,737,es,
pt,5394,es,
pt,5403,es,
pt,5419,es,
pt,5322,es,
pt,5421,es,
pt,5409,es,
pt,5417,es,
pt,5453,es,
pt,5459,es,
pt,5425,es,
pt,5431,es,
pt,5423,es,
pt,5491,es,
pt,5472,es,
pt,5445,es,
pt,5429,es,
pt,5397,es,
pt,5441,es,
pt,749,es,
pt,5447,es,
pt,746,es,
pt,743,es,
pt,5437,es,
pt,5449,es,
pt,5415,es,
pt,5435,es,
pt,5461,es,
pt,5465,es,
pt,5511,es,
pt,5457,es,
pt,5455,es,
pt,5644,es,
pt,5433,es,
pt,5469,es,
pt,5476,es,
pt,5474,es,
pt,5513,es,
pt,5463,es,
pt,5654,es,
pt,5439,es,
pt,5487,es,
pt,752,es,
pt,754,es,
pt,5489,es,
pt,5515,es,
pt,5484,es,
pt,757,es,
pt,5486,es,
pt,5482,es,
pt,951,es,
pt,5451,es,
pt,5324,es,
pt,5316,es,
pt,5478,es,
pt,5497,es,
pt,1119,es,
pt,778,es,
pt,769,es,
pt,5501,es,
pt,763,es,
pt,5517,es,
pt,5505,es,
pt,766,es,
pt,775,es,
pt,5480,es,
pt,865,es,
pt,5495,es,
pt,781,es,
pt,5519,es,
pt,5525,es,
pt,5507,es,
pt,5503,es,
pt,5467,es,
pt,5548,es,
pt,5509,es,
pt,5521,es,
pt,5556,es,
pt,5595,es,
pt,5523,es,
pt,5642,es,
pt,5611,es,
pt,787,es,
pt,5528,es,
pt,5493,es,
pt,5530,es,
pt,5546,es,
pt,5552,es,
pt,796,es,
pt,5558,es,
pt,5554,es,
pt,5560,es,
pt,5550,es,
pt,5636,es,
pt,5568,es,
pt,784,es,
pt,5536,es,
pt,5532,es,
pt,5534,es,
pt,5540,es,
pt,5538,es,
pt,5542,es,
pt,5544,es,
pt,799,es,
pt,5566,es,
pt,5564,es,
pt,5562,es,
pt,916,es,
pt,5589,es,
pt,5574,es,
pt,5572,es,
pt,5578,es,
pt,5470,es,
pt,808,es,
pt,811,es,
pt,5582,es,
pt,5584,es,
pt,5580,es,
pt,5587,es,
pt,5748,es,
pt,1170,es,
pt,856,es,
pt,5630,es,
pt,5593,es,
pt,5613,es,
pt,5599,es,
pt,820,es,
pt,5597,es,
pt,814,es,
pt,817,es,
pt,823,es,
pt,5752,es,
pt,5602,es,
pt,5609,es,
pt,5607,es,
pt,5617,es,
pt,5658,es,
pt,5623,es,
pt,829,es,
pt,826,es,
pt,5499,es,
pt,5640,es,
pt,5621,es,
pt,5632,es,
pt,832,es,
pt,5628,es,
pt,258,es,
pt,987,es,
pt,5646,es,
pt,5576,es,
pt,5650,es,
pt,5625,es,
pt,5627,es,
pt,5638,es,
pt,5634,es,
pt,5605,es,
pt,841,es,
pt,5660,es,
pt,5664,es,
pt,844,es,
pt,5526,es,
pt,5652,es,
pt,5648,es,
pt,847,es,
pt,853,es,
pt,850,es,
pt,5740,es,
pt,5615,es,
pt,5656,es,
pt,859,es,
pt,5744,es,
pt,5668,es,
pt,981,es,
pt,5662,es,
pt,5666,es,
pt,5672,es,
pt,5674,es,
pt,5682,es,
pt,5676,es,
pt,5680,es,
pt,5678,es,
pt,877,es,
pt,5686,es,
pt,5688,es,
pt,5684,es,
pt,5690,es,
pt,5692,es,
pt,868,es,
pt,862,es,
pt,5720,es,
pt,5734,es,
pt,5696,es,
pt,5704,es,
pt,740,es,
pt,5708,es,
pt,5728,es,
pt,5716,es,
pt,5718,es,
pt,5706,es,
pt,5732,es,
pt,5738,es,
pt,874,es,
pt,5712,es,
pt,5710,es,
pt,5726,es,
pt,5746,es,
pt,5722,es,
pt,5736,es,
pt,838,es,
pt,5702,es,
pt,5698,es,
pt,5714,es,
pt,5724,es,
pt,5694,es,
pt,5570,es,
pt,5730,es,
pt,5700,es,
pt,5750,es,
pt,5756,es,
pt,5758,es,
pt,889,es,
pt,892,es,
pt,880,es,
pt,5742,es,
pt,5670,es,
pt,5767,es,
pt,5769,es,
pt,5760,es,
pt,925,es,
pt,904,es,
pt,901,es,
pt,898,es,
pt,895,es,
pt,5943,es,
pt,871,es,
pt,5754,es,
pt,5773,es,
pt,5777,es,
pt,5771,es,
pt,5591,es,
pt,5761,es,
pt,913,es,
pt,5775,es,
pt,910,es,
pt,835,es,
pt,5779,es,
pt,5781,es,
pt,5791,es,
pt,5785,es,
pt,5793,es,
pt,922,es,
pt,919,es,
pt,5789,es,
pt,5797,es,
pt,5815,es,
pt,5799,es,
pt,5783,es,
pt,5787,es,
pt,5795,es,
pt,5801,es,
pt,5813,es,
pt,5803,es,
pt,907,es,
pt,5811,es,
pt,5807,es,
pt,5765,es,
pt,5809,es,
pt,5823,es,
pt,928,es,
pt,1155,es,
pt,1089,es,
pt,939,es,
pt,936,es,
pt,5855,es,
pt,422,es,
pt,5821,es,
pt,5819,es,
pt,5817,es,
pt,5827,es,
pt,5829,es,
pt,5825,es,
pt,5835,es,
pt,5831,es,
pt,5833,es,
pt,5837,es,
pt,5839,es,
pt,5845,es,
pt,5843,es,
pt,5841,es,
pt,5851,es,
pt,5847,es,
pt,5853,es,
pt,5849,es,
pt,5859,es,
pt,5863,es,
pt,957,es,
pt,5867,es,
pt,186,es,
pt,5857,es,
pt,5865,es,
pt,5869,es,
pt,5861,es,
pt,5873,es,
pt,5877,es,
pt,5871,es,
pt,5875,es,
pt,5879,es,
pt,5885,es,
pt,5883,es,
pt,5881,es,
pt,5887,es,
pt,5893,es,
pt,5891,es,
pt,5895,es,
pt,5889,es,
pt,5897,es,
pt,5899,es,
pt,5903,es,
pt,5901,es,
pt,5905,es,
pt,5907,es,
pt,5921,es,
pt,1164,es,
pt,5915,es,
pt,5913,es,
pt,5937,es,
pt,5911,es,
pt,5909,es,
pt,6029,es,
pt,6035,es,
pt,5949,es,
pt,975,es,
pt,5939,es,
pt,5919,es,
pt,5917,es,
pt,5925,es,
pt,5923,es,
pt,5927,es,
pt,5935,es,
pt,5931,es,
pt,5929,es,
pt,5933,es,
pt,966,es,
pt,5965,es,
pt,6027,es,
pt,6045,es,
pt,6160,es,
pt,6162,es,
pt,5979,es,
pt,6025,es,
pt,6021,es,
pt,6003,es,
pt,6017,es,
pt,6015,es,
pt,5945,es,
pt,5985,es,
pt,6009,es,
pt,6005,es,
pt,990,es,
pt,6011,es,
pt,6007,es,
pt,6001,es,
pt,5999,es,
pt,5977,es,
pt,5959,es,
pt,6023,es,
pt,6019,es,
pt,5957,es,
pt,5961,es,
pt,5969,es,
pt,5963,es,
pt,5967,es,
pt,5975,es,
pt,5971,es,
pt,5973,es,
pt,1026,es,
pt,6013,es,
pt,5981,es,
pt,5983,es,
pt,5991,es,
pt,5987,es,
pt,5993,es,
pt,5989,es,
pt,5997,es,
pt,5995,es,
pt,5953,es,
pt,5951,es,
pt,5955,es,
pt,6053,es,
pt,6126,es,
pt,6124,es,
pt,6031,es,
pt,6033,es,
pt,6037,es,
pt,948,es,
pt,6040,es,
pt,5763,es,
pt,886,es,
pt,942,es,
pt,1005,es,
pt,6043,es,
pt,6057,es,
pt,6055,es,
pt,6059,es,
pt,6065,es,
pt,6061,es,
pt,6063,es,
pt,6067,es,
pt,6073,es,
pt,6071,es,
pt,1014,es,
pt,6069,es,
pt,1011,es,
pt,6077,es,
pt,6075,es,
pt,1017,es,
pt,6081,es,
pt,6079,es,
pt,6085,es,
pt,6083,es,
pt,6089,es,
pt,6087,es,
pt,6091,es,
pt,6093,es,
pt,6099,es,
pt,6097,es,
pt,6095,es,
pt,6103,es,
pt,6101,es,
pt,6107,es,
pt,6105,es,
pt,6109,es,
pt,6115,es,
pt,6111,es,
pt,6113,es,
pt,6117,es,
pt,6122,es,
pt,6119,es,
pt,1020,es,
pt,999,es,
pt,954,es,
pt,5947,es,
pt,6050,es,
pt,6047,es,
pt,993,es,
pt,996,es,
pt,1116,es,
pt,6130,es,
pt,6128,es,
pt,6136,es,
pt,1023,es,
pt,6132,es,
pt,6140,es,
pt,6134,es,
pt,6138,es,
pt,6142,es,
pt,6146,es,
pt,6148,es,
pt,6144,es,
pt,1029,es,
pt,1035,es,
pt,6150,es,
pt,6156,es,
pt,6154,es,
pt,6152,es,
pt,6158,es,
pt,1038,es,
pt,6164,es,
pt,6168,es,
pt,6172,es,
pt,6174,es,
pt,6176,es,
pt,6178,es,
pt,6182,es,
pt,6180,es,
pt,1041,es,
pt,6186,es,
pt,6184,es,
pt,6188,es,
pt,6192,es,
pt,6190,es,
pt,6195,es,
pt,6193,es,
pt,6197,es,
pt,6199,es,
pt,790,es,
pt,1068,es,
pt,6205,es,
pt,6201,es,
pt,6207,es,
pt,6211,es,
pt,6209,es,
pt,6203,es,
pt,6213,es,
pt,6217,es,
pt,6221,es,
pt,6225,es,
pt,6223,es,
pt,6219,es,
pt,6227,es,
pt,6231,es,
pt,6229,es,
pt,6233,es,
pt,6235,es,
pt,6239,es,
pt,6237,es,
pt,6243,es,
pt,6241,es,
pt,6249,es,
pt,6245,es,
pt,6257,es,
pt,6253,es,
pt,6247,es,
pt,6251,es,
pt,6255,es,
pt,6261,es,
pt,6263,es,
pt,6259,es,
pt,6265,es,
pt,6269,es,
pt,6271,es,
pt,6267,es,
pt,6273,es,
pt,6275,es,
pt,6277,es,
pt,6283,es,
pt,6281,es,
pt,6285,es,
pt,6279,es,
pt,255,es,
pt,6289,es,
pt,1047,es,
pt,5941,es,
pt,6287,es,
pt,1050,es,
pt,6291,es,
pt,1053,es,
pt,6293,es,
pt,6296,es,
pt,1056,es,
pt,1059,es,
pt,6298,es,
pt,1065,es,
pt,1062,es,
pt,933,es,
pt,1032,es,
pt,1077,es,
pt,1080,es,
pt,1083,es,
pt,1074,es,
pt,1092,es,
pt,1134,es,
pt,1071,es,
pt,1008,es,
pt,1086,es,
pt,963,es,
pt,1113,es,
pt,1095,es,
pt,1101,es,
pt,1098,es,
pt,1110,es,
pt,1104,es,
pt,1122,es,
pt,6303,es,
pt,6215,es,
pt,1131,es,
pt,1044,es,
pt,1128,es,
pt,984,es,
pt,1125,es,
pt,1143,es,
pt,1140,es,
pt,1137,es,
pt,978,es,
pt,1161,es,
pt,1146,es,
pt,480,es,
pt,193,es,
pt,1149,es,
pt,431,es,
pt,969,es,
pt,1158,es,
pt,1173,es,
pt,1167,es,
pt,1107,es,
pt,772,es,
pt,5805,es,
